index,text,label
63485,Need a leave for travel purposes.,0
63486,I have a family function to attend.,0
63487,I have an appointment and need to take a leave.,0
63488,I am feeling unwell and need a sick leave.,1
63489,"Caught a bad cold, requesting a sick leave.",1
63490,Doctor advised me to take rest due to illness.,1
63491,"Caught a bad cold, requesting a sick leave.",1
63492,Doctor advised me to take rest due to illness.,1
63493,I am feeling unwell and need a sick leave.,1
63494,Doctor advised me to take rest due to illness.,1
63495,I am suffering from fever and can't attend work.,1
63496,Doctor advised me to take rest due to illness.,1
63497,I have an appointment and need to take a leave.,0
63498,"Caught a bad cold, requesting a sick leave.",1
63499,I am suffering from fever and can't attend work.,1
63500,Doctor advised me to take rest due to illness.,1
63501,Doctor advised me to take rest due to illness.,1
63502,Doctor advised me to take rest due to illness.,1
63503,I am feeling unwell and need a sick leave.,1
63504,Requesting leave for personal work.,0
63505,I have an appointment and need to take a leave.,0
63506,"Not feeling well, taking a day off.",1
63507,"Caught a bad cold, requesting a sick leave.",1
63508,Requesting leave for personal work.,0
63509,Doctor advised me to take rest due to illness.,1
63510,I have a family function to attend.,0
63511,"Not feeling well, taking a day off.",1
63512,I have an appointment and need to take a leave.,0
63513,I am suffering from fever and can't attend work.,1
63514,I have a family function to attend.,0
63515,I am suffering from fever and can't attend work.,1
63516,Doctor advised me to take rest due to illness.,1
63517,I am suffering from fever and can't attend work.,1
63518,I have an appointment and need to take a leave.,0
63519,Requesting leave for personal work.,0
63520,I am feeling unwell and need a sick leave.,1
63521,I have a family function to attend.,0
63522,I am suffering from fever and can't attend work.,1
63523,"Not feeling well, taking a day off.",1
63524,I am feeling unwell and need a sick leave.,1
63525,Requesting leave for personal work.,0
63526,Requesting leave for personal work.,0
63527,Need a leave for travel purposes.,0
63528,Requesting leave for personal work.,0
63529,Need a leave for travel purposes.,0
63530,"Not feeling well, taking a day off.",1
63531,I am feeling unwell and need a sick leave.,1
63532,Taking leave to handle urgent household work.,0
63533,I am suffering from fever and can't attend work.,1
63534,"Not feeling well, taking a day off.",1
63535,"Not feeling well, taking a day off.",1
63536,"Not feeling well, taking a day off.",1
63537,Need a leave for travel purposes.,0
63538,I have an appointment and need to take a leave.,0
63539,I am feeling unwell and need a sick leave.,1
63540,"Caught a bad cold, requesting a sick leave.",1
63541,I am suffering from fever and can't attend work.,1
63542,"Caught a bad cold, requesting a sick leave.",1
63543,Doctor advised me to take rest due to illness.,1
63544,Doctor advised me to take rest due to illness.,1
63545,"Not feeling well, taking a day off.",1
63546,I am feeling unwell and need a sick leave.,1
63547,"Not feeling well, taking a day off.",1
63548,I am suffering from fever and can't attend work.,1
63549,Requesting leave for personal work.,0
63550,"Not feeling well, taking a day off.",1
63551,"Not feeling well, taking a day off.",1
63552,"Not feeling well, taking a day off.",1
63553,I am feeling unwell and need a sick leave.,1
63554,Doctor advised me to take rest due to illness.,1
63555,I am suffering from fever and can't attend work.,1
63556,"Not feeling well, taking a day off.",1
63557,"Caught a bad cold, requesting a sick leave.",1
63558,Doctor advised me to take rest due to illness.,1
63559,I have an appointment and need to take a leave.,0
63560,Taking leave to handle urgent household work.,0
63561,"Caught a bad cold, requesting a sick leave.",1
63562,I have an appointment and need to take a leave.,0
63563,Need a leave for travel purposes.,0
63564,Taking leave to handle urgent household work.,0
63565,I am feeling unwell and need a sick leave.,1
63566,Requesting leave for personal work.,0
63567,I have a family function to attend.,0
63568,Need a leave for travel purposes.,0
63569,Taking leave to handle urgent household work.,0
63570,Requesting leave for personal work.,0
63571,Requesting leave for personal work.,0
63572,I am feeling unwell and need a sick leave.,1
63573,I have a family function to attend.,0
63574,Need a leave for travel purposes.,0
63575,I have an appointment and need to take a leave.,0
63576,I have an appointment and need to take a leave.,0
63577,Need a leave for travel purposes.,0
63578,Need a leave for travel purposes.,0
63579,"Caught a bad cold, requesting a sick leave.",1
63580,Taking leave to handle urgent household work.,0
63581,Doctor advised me to take rest due to illness.,1
63582,Taking leave to handle urgent household work.,0
63583,I have an appointment and need to take a leave.,0
63584,I have an appointment and need to take a leave.,0
63585,"Not feeling well, taking a day off.",1
63586,I am feeling unwell and need a sick leave.,1
63587,I am feeling unwell and need a sick leave.,1
63588,I am suffering from fever and can't attend work.,1
63589,"Caught a bad cold, requesting a sick leave.",1
63590,Need a leave for travel purposes.,0
63591,Doctor advised me to take rest due to illness.,1
63592,Need a leave for travel purposes.,0
63593,Taking leave to handle urgent household work.,0
63594,Requesting leave for personal work.,0
63595,Doctor advised me to take rest due to illness.,1
63596,I am feeling unwell and need a sick leave.,1
63597,I have an appointment and need to take a leave.,0
63598,"Not feeling well, taking a day off.",1
63599,Need a leave for travel purposes.,0
63600,I am suffering from fever and can't attend work.,1
63601,I have a family function to attend.,0
63602,Requesting leave for personal work.,0
63603,Need a leave for travel purposes.,0
63604,I have a family function to attend.,0
63605,I am suffering from fever and can't attend work.,1
63606,Doctor advised me to take rest due to illness.,1
63607,I have a family function to attend.,0
63608,"Not feeling well, taking a day off.",1
63609,"Caught a bad cold, requesting a sick leave.",1
63610,I have a family function to attend.,0
63611,Taking leave to handle urgent household work.,0
63612,Need a leave for travel purposes.,0
63613,Taking leave to handle urgent household work.,0
63614,I have an appointment and need to take a leave.,0
63615,Requesting leave for personal work.,0
63616,"Not feeling well, taking a day off.",1
63617,I have an appointment and need to take a leave.,0
63618,Need a leave for travel purposes.,0
63619,Taking leave to handle urgent household work.,0
63620,I am feeling unwell and need a sick leave.,1
63621,Taking leave to handle urgent household work.,0
63622,Taking leave to handle urgent household work.,0
63623,Need a leave for travel purposes.,0
63624,Requesting leave for personal work.,0
63625,I am suffering from fever and can't attend work.,1
63626,Need a leave for travel purposes.,0
63627,I have a family function to attend.,0
63628,Need a leave for travel purposes.,0
63629,"Caught a bad cold, requesting a sick leave.",1
63630,I am suffering from fever and can't attend work.,1
63631,I have an appointment and need to take a leave.,0
63632,I am feeling unwell and need a sick leave.,1
63633,"Caught a bad cold, requesting a sick leave.",1
63634,I have an appointment and need to take a leave.,0
63635,I am feeling unwell and need a sick leave.,1
63636,"Caught a bad cold, requesting a sick leave.",1
63637,"Caught a bad cold, requesting a sick leave.",1
63638,Need a leave for travel purposes.,0
63639,"Caught a bad cold, requesting a sick leave.",1
63640,Need a leave for travel purposes.,0
63641,Doctor advised me to take rest due to illness.,1
63642,Doctor advised me to take rest due to illness.,1
63643,Requesting leave for personal work.,0
63644,I am feeling unwell and need a sick leave.,1
63645,I am feeling unwell and need a sick leave.,1
63646,Requesting leave for personal work.,0
63647,"Not feeling well, taking a day off.",1
63648,"Not feeling well, taking a day off.",1
63649,"Caught a bad cold, requesting a sick leave.",1
63650,I have an appointment and need to take a leave.,0
63651,Taking leave to handle urgent household work.,0
63652,Need a leave for travel purposes.,0
63653,I am suffering from fever and can't attend work.,1
63654,Need a leave for travel purposes.,0
63655,"Not feeling well, taking a day off.",1
63656,"Caught a bad cold, requesting a sick leave.",1
63657,I have an appointment and need to take a leave.,0
63658,I am suffering from fever and can't attend work.,1
63659,I have an appointment and need to take a leave.,0
63660,I am feeling unwell and need a sick leave.,1
63661,I am feeling unwell and need a sick leave.,1
63662,Doctor advised me to take rest due to illness.,1
63663,"Caught a bad cold, requesting a sick leave.",1
63664,"Caught a bad cold, requesting a sick leave.",1
63665,Doctor advised me to take rest due to illness.,1
63666,"Not feeling well, taking a day off.",1
63667,Doctor advised me to take rest due to illness.,1
63668,Taking leave to handle urgent household work.,0
63669,I am suffering from fever and can't attend work.,1
63670,I have a family function to attend.,0
63671,Need a leave for travel purposes.,0
63672,"Caught a bad cold, requesting a sick leave.",1
63673,Taking leave to handle urgent household work.,0
63674,Need a leave for travel purposes.,0
63675,Need a leave for travel purposes.,0
63676,I am feeling unwell and need a sick leave.,1
63677,Doctor advised me to take rest due to illness.,1
63678,I am suffering from fever and can't attend work.,1
63679,I am feeling unwell and need a sick leave.,1
